"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag","city"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-09",2024,4,9,NA,11.8,"",1.5,"",6.7,"",11.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-10",2024,4,10,NA,11.5,"",1.6,"",6.6,"",11.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",38,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-11",2024,4,11,NA,13.5,"",-1.6,"",5.9,"",12.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,15,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-12",2024,4,12,NA,15.4,"",2.1,"",8.7,"",9.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,15,"",38,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-13",2024,4,13,NA,13.7,"",3.6,"",8.7,"",9.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-14",2024,4,14,NA,16.9,"",0.1,"",8.5,"",9.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-15",2024,4,15,NA,12.5,"",2.1,"",7.3,"",10.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",58,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-16",2024,4,16,NA,5.4,"",-1.8,"",1.8,"",16.2,"",0,"",NA,NA,NA,NA,1.2,"",NA,NA,32,"",48,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-17",2024,4,17,NA,4.9,"",-3.4,"",0.8,"",17.2,"",0,"",NA,NA,NA,NA,1.4,"",NA,NA,3,"",52,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-18",2024,4,18,NA,4.2,"",-6.8,"",-1.3,"",19.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,35,"",42,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-19",2024,4,19,NA,7.5,"",-5.9,"",0.8,"",17.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-20",2024,4,20,NA,13.3,"",-3.7,"",4.8,"",13.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,15,"",37,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-21",2024,4,21,NA,13.2,"",0.5,"",6.8,"",11.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",62,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-22",2024,4,22,NA,18.5,"",6.3,"",12.4,"",5.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",69,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-23",2024,4,23,NA,19.6,"",5.7,"",12.7,"",5.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-24",2024,4,24,NA,18.6,"",4.7,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-25",2024,4,25,NA,13.2,"",2.1,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-26",2024,4,26,NA,7.4,"",0.9,"",4.2,"",13.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-27",2024,4,27,NA,15.8,"",3,"",9.4,"",8.6,"",0,"",NA,NA,NA,NA,0.5,"",NA,NA,12,"",45,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-28",2024,4,28,NA,15.8,"",5.7,"",10.7,"",7.3,"",0,"",NA,NA,NA,NA,0.5,"",NA,NA,28,"",45,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-29",2024,4,29,NA,11.1,"",5.2,"",8.1,"",9.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,1,"",31,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-04-30",2024,4,30,NA,6.1,"",0.1,"",3.1,"",14.9,"",0,"",NA,NA,NA,NA,12.7,"",NA,NA,33,"",47,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-01",2024,5,1,NA,11.9,"",0.6,"",6.2,"",11.8,"",0,"",NA,NA,NA,NA,7.8,"",NA,NA,8,"",36,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-02",2024,5,2,NA,13.5,"",3.8,"",8.6,"",9.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,3,"",44,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-03",2024,5,3,NA,12.4,"",0.3,"",6.3,"",11.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-04",2024,5,4,NA,14.1,"",0.2,"",7.1,"",10.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,13,"",33,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-05",2024,5,5,NA,17.5,"",5.8,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,18,"",44,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-06",2024,5,6,NA,11.7,"",8.3,"",10,"",8,"",0,"",NA,NA,NA,NA,3.7,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-07",2024,5,7,NA,8.5,"",6.8,"",7.6,"",10.4,"",0,"",NA,NA,NA,NA,19.1,"",NA,NA,33,"",57,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-08",2024,5,8,NA,17.2,"",6.3,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",31,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-09",2024,5,9,NA,23.1,"",6.1,"",14.6,"",3.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",42,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-10",2024,5,10,NA,25.7,"",6.7,"",16.2,"",1.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",36,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-11",2024,5,11,NA,18.9,"",10.1,"",14.5,"",3.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-12",2024,5,12,NA,18.7,"",7.5,"",13.1,"",4.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,12,"",34,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-13",2024,5,13,NA,19.6,"",9,"",14.3,"",3.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-14",2024,5,14,NA,21.3,"",9.8,"",15.5,"",2.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-15",2024,5,15,NA,16.2,"",9.4,"",12.8,"",5.2,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,32,"",48,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-16",2024,5,16,NA,13.8,"",7.2,"",10.5,"",7.5,"",0,"",NA,NA,NA,NA,10,"",NA,NA,29,"",32,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-17",2024,5,17,NA,9.1,"",4.8,"",7,"",11,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",45,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-18",2024,5,18,NA,13.9,"",2.2,"",8.1,"",9.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-19",2024,5,19,NA,9,"",5.1,"",7.1,"",10.9,"",0,"",NA,NA,NA,NA,2.5,"",NA,NA,31,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-20",2024,5,20,NA,10.3,"",5.1,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,2.8,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-21",2024,5,21,NA,14.1,"",5.6,"",9.9,"",8.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-22",2024,5,22,NA,14.2,"",6.1,"",10.1,"",7.9,"",0,"",NA,NA,NA,NA,10,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-23",2024,5,23,NA,10.8,"",5.5,"",8.2,"",9.8,"",0,"",NA,NA,NA,NA,1.1,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-24",2024,5,24,NA,14.5,"",5.2,"",9.8,"",8.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-25",2024,5,25,NA,17.5,"",7,"",12.2,"",5.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-26",2024,5,26,NA,16.3,"",10.4,"",13.3,"",4.7,"",0,"",NA,NA,NA,NA,1.1,"",NA,NA,29,"",33,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-27",2024,5,27,NA,21.9,"",6.9,"",14.4,"",3.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-28",2024,5,28,NA,22.8,"",9.1,"",16,"",2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,14,"",31,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-29",2024,5,29,NA,19.2,"",8.5,"",13.9,"",4.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,28,"",55,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-30",2024,5,30,NA,18.5,"",6.9,"",12.7,"",5.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",59,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-05-31",2024,5,31,NA,16.2,"",8.6,"",12.4,"",5.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",59,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-01",2024,6,1,NA,20.8,"",7.9,"",14.4,"",3.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,34,"",33,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-02",2024,6,2,NA,20.6,"",9.8,"",15.2,"",2.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,13,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-03",2024,6,3,NA,15.9,"",10.3,"",13.1,"",4.9,"",0,"",NA,NA,NA,NA,30.7,"",NA,NA,13,"",38,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-04",2024,6,4,NA,19.3,"",9.7,"",14.5,"",3.5,"",0,"",NA,NA,NA,NA,1.6,"",NA,NA,35,"",48,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-05",2024,6,5,NA,19.7,"",9.6,"",14.6,"",3.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",59,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-06",2024,6,6,NA,19.5,"",9.6,"",14.5,"",3.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,31,"",48,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-07",2024,6,7,NA,19.8,"",9.7,"",14.8,"",3.2,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,30,"",60,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-08",2024,6,8,NA,12.1,"",3.2,"",7.7,"",10.3,"",0,"",NA,NA,NA,NA,2,"",NA,NA,34,"",34,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-09",2024,6,9,NA,14.8,"",4.9,"",9.8,"",8.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-10",2024,6,10,NA,22.2,"",9,"",15.6,"",2.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,30,"",45,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-11",2024,6,11,NA,25,"",10.5,"",17.7,"",0.3,"",0,"",NA,NA,NA,NA,11.6,"",NA,NA,31,"",64,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-12",2024,6,12,NA,15.1,"",9.6,"",12.4,"",5.6,"",0,"",NA,NA,NA,NA,6.6,"",NA,NA,31,"",47,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-13",2024,6,13,NA,21.6,"",10.3,"",15.9,"",2.1,"",0,"",NA,NA,NA,NA,0.7,"",NA,NA,32,"",33,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-14",2024,6,14,NA,22.8,"",11.7,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,0.7,"",NA,NA,31,"",38,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-15",2024,6,15,NA,19,"",7.2,"",13.1,"",4.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,35,"",33,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-16",2024,6,16,NA,16.5,"",7.8,"",12.1,"",5.9,"",0,"",NA,NA,NA,NA,0.3,"",NA,NA,36,"",47,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-17",2024,6,17,NA,13.8,"",6.1,"",10,"",8,"",0,"",NA,NA,NA,NA,3.1,"",NA,NA,1,"",50,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-18",2024,6,18,NA,13.6,"",4.6,"",9.1,"",8.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-19",2024,6,19,NA,19.2,"",4.3,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-20",2024,6,20,NA,21.9,"",6.9,"",14.4,"",3.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-21",2024,6,21,NA,24.3,"",9.9,"",17.1,"",0.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,16,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-22",2024,6,22,NA,25.5,"",10,"",17.8,"",0.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-23",2024,6,23,NA,27.3,"",15.2,"",21.2,"",0,"",3.2,"",NA,NA,NA,NA,1.4,"",NA,NA,35,"",48,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-24",2024,6,24,NA,22.5,"",12.7,"",17.6,"",0.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,32,"",51,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-25",2024,6,25,NA,20.9,"",10.5,"",15.7,"",2.3,"",0,"",NA,NA,NA,NA,1.2,"",NA,NA,32,"",34,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-26",2024,6,26,NA,23.8,"",13.1,"",18.4,"",0,"",0.4,"",NA,NA,NA,NA,0,"",NA,NA,13,"",41,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-27",2024,6,27,NA,18.1,"",14.1,"",16.1,"",1.9,"",0,"",NA,NA,NA,NA,5.1,"",NA,NA,9,"",37,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-28",2024,6,28,NA,21.1,"",9.2,"",15.2,"",2.8,"",0,"",NA,NA,NA,NA,0.3,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-29",2024,6,29,NA,25,"",10.5,"",17.8,"",0.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-06-30",2024,6,30,NA,22.8,"",15.2,"",19,"",0,"",1,"",NA,NA,NA,NA,1.3,"",NA,NA,15,"",44,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-01",2024,7,1,NA,24.4,"",13.9,"",19.2,"",0,"",1.2,"",NA,NA,NA,NA,0,"",NA,NA,30,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-02",2024,7,2,NA,22.4,"",13.4,"",17.9,"",0.1,"",0,"",NA,NA,NA,NA,2.8,"",NA,NA,31,"",39,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-03",2024,7,3,NA,19.2,"",12.9,"",16,"",2,"",0,"",NA,NA,NA,NA,11.2,"",NA,NA,31,"",33,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-04",2024,7,4,NA,23.8,"",12.5,"",18.1,"",0,"",0.1,"",NA,NA,NA,NA,0,"",NA,NA,28,"",31,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-05",2024,7,5,NA,26.3,"",13.5,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,30,"",38,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-06",2024,7,6,NA,26,"",16.1,"",21,"",0,"",3,"",NA,NA,NA,NA,0,"",NA,NA,32,"",39,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-07",2024,7,7,NA,29.3,"",13.3,"",21.3,"",0,"",3.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-08",2024,7,8,NA,32.6,"",17.2,"",24.9,"",0,"",6.9,"",NA,NA,NA,NA,0,"",NA,NA,29,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-09",2024,7,9,NA,34.1,"",18.4,"",26.2,"",0,"",8.2,"",NA,NA,NA,NA,0,"",NA,NA,17,"",36,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-10",2024,7,10,NA,36.2,"",20.9,"",28.5,"",0,"",10.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-11",2024,7,11,NA,29.8,"",20.4,"",25.1,"",0,"",7.1,"",NA,NA,NA,NA,0.6,"",NA,NA,33,"",43,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-12",2024,7,12,NA,24.6,"",14.7,"",19.6,"",0,"",1.6,"",NA,NA,NA,NA,0,"",NA,NA,30,"",40,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-13",2024,7,13,NA,24.9,"",13.9,"",19.4,"",0,"",1.4,"",NA,NA,NA,NA,0,"",NA,NA,3,"",39,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-14",2024,7,14,NA,24,"",14.5,"",19.3,"",0,"",1.3,"",NA,NA,NA,NA,1.5,"",NA,NA,33,"",37,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-15",2024,7,15,NA,28.8,"",14.7,"",21.7,"",0,"",3.7,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-16",2024,7,16,NA,31.7,"",20.8,"",26.2,"",0,"",8.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-17",2024,7,17,NA,34,"",19.1,"",26.5,"",0,"",8.5,"",NA,NA,NA,NA,0.8,"",NA,NA,6,"",31,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-18",2024,7,18,NA,35.3,"",19,"",27.1,"",0,"",9.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-19",2024,7,19,NA,33.4,"",19.5,"",26.5,"",0,"",8.5,"",NA,NA,NA,NA,0,"",NA,NA,14,"",36,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-20",2024,7,20,NA,31.3,"",18.9,"",25.1,"",0,"",7.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,"",NA,"","en_climate_daily_AB_3012209_2024_P1D.csv"
-113.52,53.57,"EDMONTON BLATCHFORD",3012209,"2024-07-21",2024,7,21,NA,33.8,"",20.4,"",27.1,"",0,"",9.1,"",NA,NA,NA,NA,0,"",NA,NA,7,"",35,"","en_climate_daily_AB_3012209_2024_P1D.csv"
